model,text,reference,time,cost,wer,cer,bleu_avg,rouge1_avg_f1,rougeL_avg_f1,levenshtein_avg
gemini-2.0-flash,"Agente Silvia Neri in servizio. Sinalazione di divieto di sosta al Leone, one del Forte in 2025 in Via Roma 77 Palermo. Auto coinvolta, Volkswagenle, targa Zaffura 13 FTC.","Agente Silvia Neri in servizio. Segnalazione di divieto di sosta alle 01:01 del 14/03/2025, in via Roma 77, Palermo. Auto coinvolta: Volkswagen Golf, targa ZA456QP.",15.90702947845805,0.0005771274376417234,0.6,0.25609756097560976,0.23705266435224473,0.6666666666666666,0.6666666666666666,42.0
gemini-2.0-flash,"Agente Giulia Costa in servizio. Segnalazione di divieto di sosta al Leone, fiffione del 14 15 in via Garibaldi, Firenze. Auto coinvolta, Fiat Panda, targa Bologna 23.","Agente Giulia Costa in servizio. Segnalazione di divieto di sosta alle 01:51 del 30/03/2025, in via Garibaldi 11, Firenze. Auto coinvolta: Fiat Panda, targa AB123CD.",15.71501133786848,0.0005695683990929705,0.4,0.23030303030303031,0.4325307727072111,0.7272727272727273,0.7272727272727273,38.0
gemini-2.0-flash,"Sono l'agente Annabianchi, alle ore 15:00, rilevando il tirtente dei denti tinti file, ho rilevato un'infrazione per parcheggio su strisce pedonali in Via Milano Tenti Foro, Corino. Veicolo, Volkswagen Golf, targa più lunga e tirtiforme.","Sono l'agente Anna Bianchi. Alle ore 05:11 del 13/03/2025, ho rilevato un'infrazione per parcheggio su strisce pedonali in via Milano 24, Torino. Veicolo: Volkswagen Golf, targa FG234LM.",16.54702947845805,0.0006020554376417234,0.7407407407407407,0.44086021505376344,0.2863424630911014,0.6,0.6,82.0
gemini-2.0-flash,"Infrazione riscontrata doppia fila. Posizione Corso Buenos Aires, Minetti, Milano. Ora 17, data 16/3/2025. Auto Renault, targa A123. Agente Mario Rossi.","Infrazione riscontrata: doppia fila. Posizione: corso Buenos Aires 98, Milano. Ora: 04:47, Data: 16/03/2025. Auto: Renault Clio, targa AB123CD. Agente: Mario Rossi.",19.20503401360544,0.0006900171972789115,0.6363636363636364,0.17682926829268292,0.030976365278791856,0.7916666666666667,0.7916666666666667,29.0
gemini-2.0-flash,"dentro le tre tenti tenti file, ore 17:57, veicolo per corsa, targa, Volemonde le tre tenti teresie, in divieto di sosta presso Piazza Venezia, Roma. Rilevato da agente Anna Bianchi.","21/03/2025, ore 08:57: veicolo Opel Corsa, targa AB123CD, in divieto di sosta presso piazza Venezia, Roma. Rilevato da agente Anna Bianchi.",13.218004535147392,0.0004828737596371882,0.7619047619047619,0.4892086330935252,0.3179303998422513,0.6545454545454547,0.6545454545454547,68.0
gemini-2.0-flash,"In base all'articolo, un'onda di feci e ita, come atto, l'agente Marco Gentili ha riscontrato un'infrazione in Via Garibaldi, Even, Firenze alle ore 8:00, fiffiore del tentini nei tre denti denti Firenze. Veicolo coinvolto, Fiat Panda, targa Arrina onde deiti Sevenz.","In base al articolo 158, comma 2, l'agente Marco Gentili ha riscontrato un'infrazione in via Garibaldi 11, Firenze alle ore 02:51 del 29/03/2025. Veicolo coinvolto: Fiat Panda, targa XY987ZT.",18.370022675736962,0.000668624798185941,0.8275862068965517,0.5654450261780105,0.21544027588567594,0.5750000000000001,0.5750000000000001,108.0
gemini-2.0-flash,"Durante il pattugliamento in zona Piazza Venezia, Roma, l'agente Anna Bianchi ha rilevato una violazione dell'articolo 187 comma 5. L'auto coinvolta è una Volkswagen Golf targata 134 alle ore 23:57 del 7/2025.","Durante il pattugliamento in zona piazza Venezia, Roma, l'agente Anna Bianchi ha rilevato una violazione del articolo 157, comma 5. L'auto coinvolta è una Volkswagen Golf targata FG234LM, alle ore 23:57 del 16/03/2025.",19.36204081632653,0.0006999438367346939,0.18181818181818182,0.07339449541284404,0.6522358729283482,0.8767123287671232,0.8767123287671232,16.0
gemini-2.0-flash,"pone for 2024, ore 15:30, veicolo Fiat Panda, targato CR 311 NM, in doppia fila presso Via Milano 34, Torino. Rilevato da agente Annabiati.","01/04/2025, ore 08:32: veicolo Fiat Panda, targa KL321MN, in doppia fila presso via Milano 24, Torino. Rilevato da agente Anna Bianchi.",12.706031746031746,0.0004624523174603175,0.5714285714285714,0.21481481481481482,0.25270455578796175,0.5714285714285714,0.5714285714285714,29.0
gemini-2.0-flash,"Verbale di infrazione redatto dall'agente Luca Verdi. Data, 2333. Ora, 22:10. Infrazione, parcheggio su strisce pedonali. Luogo, Corso Buenos Aires, Milano, Italia. Via. Veicolo, Fiat Panda, targa, casa non dei.","Verbale di infrazione redatto dall'agente Luca Verdi. Data: 08/03/2025, ora: 22:16. Infrazione: parcheggio su strisce pedonali. Luogo: corso Buenos Aires 98, Milano. Veicolo: Fiat Panda, targa GH789IJ.",20.29301587301587,0.0007319141587301586,0.5925925925925926,0.23383084577114427,0.29379118299158063,0.7936507936507936,0.7936507936507936,47.0
gemini-2.0-flash,"Il giorno 26/2025 alle ore 4:40 è stata segnalata un'infrazione per divieto di sosta in Via Roma 77, Palermo. Veicolo coinvolto, per corsa targa 331. Agente, Silvia Neri.","Il giorno 26/03/2025, alle ore 04:40, è stata segnalata un’infrazione per divieto di sosta in via Roma 77, Palermo. Veicolo coinvolto: Opel Corsa, targa FG234LM. Agente: Silvia Neri.",17.63501133786848,0.0006375523990929705,0.32142857142857145,0.10989010989010989,0.30230341272691175,0.8852459016393444,0.8852459016393444,20.0
gemini-2.0-flash,"Il giorno 23/2025 alle ore 3:25 è stata segnalata un'infrazione per zona rimozione in Via Roma 77 Palermo. Veicolo coinvolto, Opel Corsa targa CF 136F. Agente Giulia Costa.","Il giorno 23/03/2025, alle ore 03:25, è stata segnalata un’infrazione per zona rimozione in via Roma 77, Palermo. Veicolo coinvolto: Opel Corsa, targa CD456EF. Agente: Giulia Costa.",18.083038548752835,0.0006533229569160998,0.37037037037037035,0.09392265193370165,0.1773373764936697,0.9,0.9,17.0
gemini-2.0-flash,"Durante il pattugliamento in zona via Etnea Forche, Catania, l'agente Sara Bellini ha rilevato una violazione dell'articolo 6, comma 15. L'auto poi in volta è una Volkswagen Golf targata AT4 156 alle ore 4:50 30 35.","Durante il pattugliamento in zona via Etnea 45, Catania, l'agente Sara Bellini ha rilevato una violazione del articolo 7, comma 15. L'auto coinvolta è una Volkswagen Golf targata ZA456QP, alle ore 04:52 del 16/03/2025.",18.88204081632653,0.0006846478367346938,0.35294117647058826,0.15137614678899083,0.4914989978170727,0.7012987012987013,0.7012987012987013,33.0
gemini-2.0-flash,"Il giorno 30/12/2025 alle ore 20:30 è stata segnalata un'infrazione per parcheggio su strisce pedonali in corso Buenos Aires 90 a Milano. Veicolo coinvolto, Omoserione, targa Kofu 136. Agente, Sarabellini.","Il giorno 30/03/2025, alle ore 23:08, è stata segnalata un’infrazione per parcheggio su strisce pedonali in corso Buenos Aires 98, Milano. Veicolo coinvolto: BMW Serie 1, targa CD456EF. Agente: Sara Bellini.",20.099002267573695,0.000725084879818594,0.41935483870967744,0.1497584541062802,0.35440333734551216,0.7164179104477613,0.7164179104477613,31.0
gemini-2.0-flash,"Verbale di infrazione redatto dall'agente Marco Gentili. Data 30/03/2025, ora 12:09. Infrazione sosta davanti a passo carrabile. Luogo Via Roma 77 Palermo. Veicolo Renault targato Zaffura 136.","Verbale di infrazione redatto dall'agente Marco Gentili. Data: 31/03/2025, ora: 02:09. Infrazione: sosta davanti a passo carrabile. Luogo: via Roma 77, Palermo. Veicolo: Renault Clio, targa ZA456QP.",19.877006802721088,0.0007160706394557822,0.4444444444444444,0.13636363636363635,0.3615855225145535,0.8387096774193549,0.8387096774193549,27.0
gemini-2.0-flash,"Inflazione riscontrata, sola rimozione. Posizione, corso Buenos Aires, serenità, via. Ora, terzo, data, tenterei 20 20 fiume. Bovo, borsa Golf, taglia un dell'elite Servens. Agente, ma con genti.","Infrazione riscontrata: zona rimozione. Posizione: corso Buenos Aires 98, Milano. Ora: 12:00, Data: 10/03/2025. Auto: Volkswagen Golf, targa XY987ZT. Agente: Marco Gentili.",18.11700680272109,0.0006545186394557823,1.0909090909090908,0.4883720930232558,0.016891032976324306,0.3703703703703704,0.3703703703703704,84.0
gemini-2.0-flash,"Durante il pattugliamento in zona via Enna Fortifi, Catania, l'agente Carlo Brunita ha rilevato una violazione dell'articolo 6, comma 15. L'auto poi molta è una Landi, targata Bone Ungheria 33, alle ore 10:30 Fortifi dell'11 33.","Durante il pattugliamento in zona via Etnea 45, Catania, l'agente Carlo Bruni ha rilevato una violazione del articolo 7, comma 15. L'auto coinvolta è una Audi A3 targata AB123CD, alle ore 12:46 del 11/03/2025.",18.914013605442175,0.0006857732789115646,0.5,0.2822966507177033,0.2856166208454597,0.6153846153846154,0.6153846153846154,59.0
gemini-2.0-flash,"In base all'articolo 1, comma 57, comma 1, la gente sarà Bellini, tra riscontrato un'infrazione in Piazza Venezia, no alle ore 7:10, forchinine del tempio dei tre tempi tempi. Veicolo coinvolto, Pier Panda, targa RM 10.","In base al articolo 157, comma 5, l'agente Sara Bellini ha riscontrato un'infrazione in piazza Venezia, Roma alle ore 16:49 del 21/03/2025. Veicolo coinvolto: Fiat Panda, targa TR098YU.",16.898004535147393,0.0006148097596371882,0.8214285714285714,0.3945945945945946,0.046306023586962085,0.4999999999999999,0.4999999999999999,73.0
gemini-2.0-flash,"Sono l'agente Marco Gentili. Alle ore 9:15 del 30/2025, ho rilevato un'infrazione per parcheggio su strisce pedonali in Via Napoli 5, Napoli. Veicolo Mercedes classe la targa Avon e un 30.","Sono l'agente Marco Gentili. Alle ore 09:16 del 03/03/2025, ho rilevato un'infrazione per parcheggio su strisce pedonali in via Napoli 5, Napoli. Veicolo: Mercedes Classe A, targa AB123CD.",17.091020408163267,0.0006196039183673469,0.35714285714285715,0.11170212765957446,0.4607059623951704,0.7941176470588236,0.7941176470588236,21.0
