model,text,reference,time,wer,cer,bleu_avg,rouge1_avg_f1,rougeL_avg_f1,levenshtein_avg
Wav2Vec2 XLSR Italian (Grosman),il giorno due aprile duemila venticinque alle ore otto meno dieci  stato redatto un verbale per il veicolo audiatre motoveicolo immatricolato in olanda con targaza quattrocentocinquantasei cup di tipo speciale l'infrazione è avvenuta in viale dei giardini alcivico otto è stata riscontrata una violazione del codice penale articolo centottantacinque coma due o vero parcheggio davanti a passo carrabile non è stato possibile contestare sul posto a causa dell'assenza del trasgressore sono previsti tre punti da decurtare e non è stata applicata alcuna sanzione accessoria stampa in italiano tramite wifai non stampare anche la comunicazione,"Il giorno 02/04/2025, alle ore 07:50, è stato redatto un verbale per il veicolo Audi A3, motoveicolo immatricolato in olanda con targa ZA456QP di tipo speciale.L'infrazione è avvenuta in viale dei Giardini, al civico 8. È stata riscontrata una violazione del codice penale, articolo 185, comma 2 ovvero parcheggio davanti a passo carrabileNon è stato possibile contestare sul posto a causa dell'assenza del trasgressore. Sono previsti 3 punti da decurtare, e non è stata applicata alcuna sanzione accessoria. Stampa in italiano tramite wifi, non stampare anche la comunicazione.",7.966650724411011,0.4090909090909091,0.21972318339100347,0.41515175399847476,0.7734806629834255,0.7734806629834255,127.0
Wav2Vec2 XLSR Italian (Grosman),si avvisa che è in corso la stesura di un preavviso di violazione per il veicolo rimorchio con targai centoventitré chilolitri di tipo ufficiale marca folxwigengolf proveniente da grecia linfrazione nello specifico parcheggio in doppia fila si è verificata in data diciotto marzo duemila venticinque alle ore ventuno e ventitré in via della repubblica al numero venti articolo quattordici coma uno del codice civile si comunica che dalla violazione conseguirà una decurtazione di otto punti si richiede la stampa in lingua italiano modalità wifai non stampare anche la comunicazione,"Si avvisa che è in corso la stesura di un preavviso di violazione per il veicolo rimorchio con targa IJ123KL di tipo ufficiale, marca Volkswagen Golf, proveniente da grecia. L'infrazione, nello specifico parcheggio in doppia fila, si è verificata in data 18/03/2025 alle ore 21:23 in via della Repubblica, al numero 20 (articolo 14, comma 1 del codice civile). Si comunica che dalla violazione conseguirà una decurtazione di 8 punti.Si richiede la stampa in lingua italiano, modalità wifi, non stampare anche la comunicazione.",6.8636486530303955,0.37349397590361444,0.2414448669201521,0.44403311256188893,0.7976878612716762,0.7976878612716762,127.0
Wav2Vec2 XLSR Italian (Grosman),procedo con la stesura di un verbale per il veicolo macchina agricola marca fiat panda targato cd cento ventitré av di tipo speciale proveniente da portogall l'infrazione è stata rilevata il diciassette aprile duemila venticinque alle ore sei e trentatréil veicolo si trovava in corso buenos aires al civico novantotto in parcheggio in doppia fila violando larticolo quattro comma due del codice stradale la gente alessandro moretti ha provveduto alla contestazione immediata dell'infrazione a violazione comporta la perdita di nove punti richiedo la stampa del verbale in italiano tramite waifai stampa anche la comunicazione,"Procedo con la stesura di un verbale per il veicolo macchina agricola, marca Fiat Panda, targato CD123AB (di tipo speciale), proveniente da portogallo.  L'infrazione è stata rilevata il 17/04/2025 alle ore 06:33. Il veicolo si trovava in corso Buenos Aires, al civico 98, in parcheggio in doppia fila, violando l'articolo 4, comma 2, del codice stradale. L'agente Alessandro Moretti ha provveduto alla contestazione immediata dell'infrazione. La violazione comporta la perdita di 9 punti.  Richiedo la stampa del verbale in italiano tramite wifi, stampa anche la comunicazione.",7.401970148086548,0.4418604651162791,0.22357019064124783,0.3517486945699684,0.8085106382978724,0.797872340425532,129.0
Wav2Vec2 XLSR Italian (Grosman),si sta redigendo verbale per violazione accertata il ventitré marzo duemilaventicinque alle ore mezzogiorno e diciassette in corso buenos aires alcivico novantotto a carico del veicolo bmv serie unociclomotore con targaqr novecento-ottantasette st di tipo ufficialein matricolato in slovenia la violazione contestata e parcheggio davanti a passo carrabile in base allarticolo centocinquantotto coma due del codice civile non è stato possibile contestare immediatamentemotivo assenza del trasgressore sono previsti uno punti di decortazione si richiede la stampa in lingua italiano via wifainon stampare anche la comunicazione,"Si sta redigendo verbale per violazione accertata il 23/03/2025 alle ore 12:17 in corso Buenos Aires, al civico 98, a carico del veicolo BMW Serie 1, ciclomotore con targa QR987ST di tipo ufficiale, immatricolato in slovenia. La violazione contestata è parcheggio davanti a passo carrabile, in base all'articolo 158, comma 2 del codice civile.Non è stato possibile contestare immediatamente, motivo: assenza del trasgressore. Sono previsti 1 punti di decurtazione. Si richiede la stampa in lingua italiano via wifi, non stampare anche la comunicazione.",7.531985282897949,0.4939759036144578,0.27898550724637683,0.2765045651311335,0.7017543859649124,0.7017543859649124,154.0
Wav2Vec2 XLSR Italian (Grosman),in data venticinque marzo duemila venticinque alle ore diciassette trentasei si eleva verbale al veicolo mercedes classea ciclomotore con targa x i trecento ventuno a di tipo copertura immatricolato in spagna per violazione dell'articolo centocinquantotto comma due del codice penale ovvero parcheggio su strisce pedonali rilevata in via giuseppe mazzini al civico ventiquattro la contestazione è stata immediata effettuata dallagente elena fontana dalla violazione derivano tre punti di decortazione stampa necessaria in lingua italiano via waifai non stampare anche la comunicazione,"In data 25/03/2025, alle ore 17:36, si eleva verbale al veicolo Mercedes Classe A, ciclomotore con targa XY321ZA di tipo copertura, immatricolato in spagna, per violazione dell'articolo 158, comma 2 del codice penale, ovvero parcheggio su strisce pedonali, rilevata in via Giuseppe Mazzini, al civico 24.La contestazione è stata immediata, effettuata dall'agente Elena Fontana. Dalla violazione derivano 3 punti di decurtazione. Stampa necessaria in lingua italiano via wifi, non stampare anche la comunicazione.",7.483359336853027,0.4794520547945205,0.279296875,0.23140333327894344,0.7924528301886792,0.7798742138364779,143.0
Wav2Vec2 XLSR Italian (Grosman),emissione di preavviso per il veicolo autovettura marca mercedes classeatargato g settecento-ottantanove il di tipo prova proveniente da grecia in data ventitré marzo duemila venticinque alle ore sei e trentasette è stata rilevata la violazione di transito in zona accesso vietato in via etnea al numero quarantacinque in base all'articolo trecoma uno del codice civile per tale infrazione sono previsti quattro punti di decurtazione si richiede la stampa del preavviso tramite wi-fi in lingua italiano stampa anche la comunicazione,"Emissione di preavviso per il veicolo autovettura, marca Mercedes Classe A, targato GH789IJ di tipo prova, proveniente da grecia. In data 23/03/2025 alle ore 06:37, è stata rilevata la violazione di transito in zona accesso vietato in via Etnea, al numero 45, in base all'articolo 3, comma 1 del codice civile.Per tale infrazione sono previsti 4 punti di decurtazione. Si richiede la stampa del preavviso tramite wifi in lingua italiano, stampa anche la comunicazione.",6.286729335784912,0.40540540540540543,0.2692307692307692,0.3615252833583586,0.7924528301886792,0.7924528301886792,126.0
Wav2Vec2 XLSR Italian (Grosman),verbale redatto in data undici aprile duemila venticinque alle ore undici e quarantotto per la violazione riscontrata al veicolo macchina operatrice marca audia tre targato e-f cento ventitré-g tipo copertura proveniente da svizzera in particolare in piazza venezia civico uno è stato accertato parcheggio in zona rimozione in violazione dellarticolo otto coma sei del codice civile data l'assenza del conducente la contestazione non è stata immediata si prevede la decurtazione di tre punti dalla patente richiedo la stampa in italiano via wifai non stampare anche la comunicazione,"Verbale redatto in data 11/04/2025 alle ore 11:48 per la violazione riscontrata al veicolo macchina operatrice, marca Audi A3, targato EF123GH (tipo copertura) proveniente da svizzera. In particolare, in piazza Venezia, civico 1, è stato accertato parcheggio in zona rimozione, in violazione dell'articolo 8, comma 6 del codice civile. Data l'assenza del conducente, la contestazione non è stata immediata.Si prevede la decurtazione di 3 punti dalla patente. Richiedo la stampa in italiano via wifi, non stampare anche la comunicazione.",7.195068597793579,0.45569620253164556,0.208955223880597,0.3030935059844406,0.783625730994152,0.783625730994152,112.0
Wav2Vec2 XLSR Italian (Grosman),si notifica la presenza di un preavviso di violazione per il veicolo autovettura marca dacia sandero targa mn settecenottantanove op di tipo speciale in matricolato in olanda la violazione è avvenuta undici aprile duemila venticinque alle ore cinque ventuno in via romaal numero civico settantasette ed è relativa a parcheggio in divieto di sosta in base allarticolo centocinquantottocomma due del codice stradale per tale violazione sono previsti due punti di decurtazione si richiede la stampa di tale preavviso in lingua italiano tramite waifai non stampare anche la comunicazione,"Si notifica la presenza di un preavviso di violazione per il veicolo autovettura, marca Dacia Sandero, targa MN789OP di tipo speciale, immatricolato in olanda. La violazione è avvenuta il 11/04/2025 alle ore 05:21 in via Roma, al numero civico 77, ed è relativa a parcheggio in divieto di sosta, in base all'articolo 158, comma 2 del codice stradale.Per tale violazione sono previsti 2 punti di decurtazione. Si richiede la stampa di tale preavviso in lingua italiano tramite wifi, non stampare anche la comunicazione.",6.872140407562256,0.39759036144578314,0.2471042471042471,0.40047926085381447,0.7906976744186046,0.7906976744186046,128.0
Wav2Vec2 XLSR Italian (Grosman),attenzionesto generando un verbale per il veicolo seati bizzaciclomotore con targa uvi trecento ventuno w doppia x di tipo speciale in matricolato in portogallo per un'infrazione commessa il ventisette marzo duemila venticinque alle ventuno e diciassette l'infrazione è avvenuta in via giuseppe mazzini al numero ventiquattro dove il veicolo era in parcheggio in zona rimozione larticolo violato è il centocinquantotto comma due del codice penale verranno tolti otto punti dalla patente stampa questo verbale via blututi in italiano non stampare anche la comunicazione,"Attenzione, sto generando un verbale per il veicolo Seat Ibiza, ciclomotore con targa UV321WX di tipo speciale, immatricolato in portogallo, per un'infrazione commessa il 27/03/2025 alle 21:17. L'infrazione è avvenuta in via Giuseppe Mazzini, al numero 24, dove il veicolo era in parcheggio in zona rimozione.  L'articolo violato è il 158, comma 2 del codice penale. Verranno tolti 8 punti dalla patente. Stampa questo verbale via bluetooth in italiano, non stampare anche la comunicazione.",6.601397752761841,0.5135135135135135,0.3163265306122449,0.2820683370081247,0.732919254658385,0.732919254658385,155.0
Wav2Vec2 XLSR Italian (Grosman),sto emettendo un verbale per il veicolo pejo duecentootto rimorchio targa f g duecentotrentaquattro lm di tipo copertura immatricolato in portogallo per infrazione commessa in data sedici aprile duemila venticinque ore undici e ventidue in via della repubblica civico venti è stato rilevato parcheggio in zona rimozione ai sensi dellarticolo centocinquantasette comma cinque del codice penale contestazione immediata eseguita dallagente francesco rizzo la violazione comporta la decortazione di tre punti richiesta stampa in italiano via waifai stampa anche la comunicazione,"Sto emettendo un verbale per il veicolo Peugeot 208 rimorchio, targa FG234LM di tipo copertura, immatricolato in portogallo, per infrazione commessa in data 16/04/2025, ore 11:22. In via della Repubblica, civico 20, è stato rilevato parcheggio in zona rimozione, ai sensi dell'articolo 157, comma 5, del codice penale.Contestazione immediata eseguita dall'agente Francesco Rizzo. La violazione comporta la decurtazione di 3 punti. Richiesta stampa in italiano via wifi, stampa anche la comunicazione.",6.89595627784729,0.5070422535211268,0.294,0.25495407085743893,0.7483870967741936,0.7483870967741936,147.0
