model,text,reference,time,cost,wer,cer,bleu_avg,rouge1_avg_f1,rougeL_avg_f1,levenshtein_avg
gemini-1.5-flash,"Segna il prossimo lunedì.
",segna il prossimo lunedì,1.2443721294403076,1.673246555328369e-05,0.5,0.08333333333333333,0.16990442448471224,1.0,1.0,3.0
gemini-1.5-flash,"Riproduci la lista delle mie canzoni più ascoltate.
",riproduci la lista delle mie canzoni più ascoltate,3.06,3.9720000000000006e-05,0.25,0.04,0.6803749333171202,1.0,1.0,3.0
gemini-1.5-flash,"Disattiva la sveglia delle quindici.
",disattiva la sveglia delle quindici,3.18,4.026e-05,0.4,0.05714285714285714,0.26591479484724945,1.0,1.0,3.0
gemini-1.5-flash,"Cancella sveglia.
",cancella sveglia,1.92,2.424e-05,1.0,0.125,0.0,1.0,1.0,3.0
gemini-1.5-flash,"Ricordami i miei impegni del pomeriggio.
",ricordami i miei impegni del pomeriggio,3.6,4.56e-05,0.3333333333333333,0.05128205128205128,0.5081327481546147,1.0,1.0,3.0
gemini-1.5-flash,"Metti in pausa il libro.
",metti in pausa il libro,2.16,2.802e-05,0.4,0.08695652173913043,0.26591479484724945,1.0,1.0,3.0
gemini-1.5-flash,"Ehi, puoi abbassare le luci, per favore?
",ehi puoi abbassare le luci per favore,2.7,3.51e-05,0.42857142857142855,0.10810810810810811,0.17567205239427922,1.0,1.0,5.0
gemini-1.5-flash,"Quand'è Pasqua nell'anno 2018?
",quand'è pasqua nell'anno duemiladiciotto,2.94,3.708e-05,0.75,0.425,0.08034284189446518,0.8000000000000002,0.8000000000000002,17.0
gemini-1.5-flash,"Parla più forte.
",parla più forte,1.74,2.238e-05,0.6666666666666666,0.13333333333333333,0.11362193664674995,1.0,1.0,3.0
gemini-1.5-flash,"Come si fa il tacchino?
",come si fa il tacchino,2.88,3.666e-05,0.4,0.09090909090909091,0.26591479484724945,1.0,1.0,3.0
gemini-1.5-flash,"Per favore, scrivi una nuova email a un collega.
",per favore scrivi una nuova email a un collega,4.5,5.73e-05,0.3333333333333333,0.06521739130434782,0.5873949094699213,1.0,1.0,4.0
gemini-1.5-flash,"Quando comincia ufficialmente la fase a eliminazione diretta della Champions League?
",quando comincia ufficialmente la fase a eliminazione diretta della champions league,5.58,7.086e-05,0.2727272727272727,0.04819277108433735,0.6786502681586727,1.0,1.0,5.0
gemini-1.5-flash,"Mi serve un biglietto del treno da Bologna a Parma.
",mi serve un biglietto del treno da bologna a parma,4.56,5.831999999999999e-05,0.3,0.08,0.537284965911771,1.0,1.0,5.0
gemini-1.5-flash,"Per favore aggiungi arance alla mia lista della spesa.
",per favore aggiungi arance alla mia lista della spesa,4.5,5.73e-05,0.2222222222222222,0.03773584905660377,0.7259795291154771,1.0,1.0,3.0
gemini-1.5-flash,"Aggiungi un orologio da polso alla lista delle cose da comprare.
",aggiungi un orologio da polso alla lista delle cose da comprare,4.32,5.574e-05,0.18181818181818182,0.031746031746031744,0.7860753021519787,1.0,1.0,3.0
gemini-1.5-flash,"Non posso riprodurre audio.  Sono un modello linguistico, non ho accesso a file audio né alla capacità di riprodurli.  Per ascoltare l'ultimo podcast di Francesco Costa, dovrai cercarlo tu stesso su una piattaforma di podcast come Spotify, Apple Podcast, o sul sito web dove solitamente pubblica i suoi podcast.
",per favore riproduci l'ultimo podcast di francesco costa,4.38,6.785999999999999e-05,5.75,4.660714285714286,0.01853380378290996,0.23728813559322035,0.23728813559322035,262.0
gemini-1.5-flash,"Quanto devo cuocere una bistecca a cottura media?
",quanto devo cuocere una bistecca a cottura media,3.18,4.116e-05,0.25,0.041666666666666664,0.6803749333171202,1.0,1.0,3.0
gemini-1.5-flash,"Ei, come sarà il tempo oggi a Milano, Lombardia?
",ehi come sarà il tempo oggi a milano lombardia,3.96,5.0820000000000005e-05,0.3333333333333333,0.15217391304347827,0.5873949094699213,0.8888888888888888,0.8888888888888888,8.0
gemini-1.5-flash,"Riesco a malapena a sentirti.
",riesco a malapena a sentirti,2.4,3.09e-05,0.4,0.07142857142857142,0.26591479484724945,1.0,1.0,3.0
gemini-1.5-flash,"Qual è il Conad più vicino?
",qual è il conad più vicino,2.92,3.7439999999999994e-05,0.5,0.11538461538461539,0.09554427922043669,1.0,1.0,4.0
gemini-1.5-flash,"Chi è il direttore musicale di questo brano?
",chi è il direttore musicale di questo brano,4.68,5.915999999999999e-05,0.25,0.046511627906976744,0.6803749333171202,1.0,1.0,3.0
gemini-1.5-flash,"Quali sono le novità di oggi?
",quali sono le novità di oggi,2.52,3.264e-05,0.3333333333333333,0.07142857142857142,0.5081327481546147,1.0,1.0,3.0
gemini-1.5-flash,"Nuova sveglia per le 6:00 di mattina.  Pip pip pip...
",nuova sveglia per le sei di mattina,3.36,4.391999999999999e-05,0.8571428571428571,0.6285714285714286,0.1122444464861146,0.6666666666666665,0.6666666666666665,23.0
gemini-1.5-flash,"Cosa c'è dentro la torta mimosa?
",cosa c'è dentro la torta mimosa,3.72,4.7040000000000004e-05,0.3333333333333333,0.06451612903225806,0.5081327481546147,1.0,1.0,3.0
gemini-1.5-flash,"Passo alla prossima sezione.
",passa alla prossima sezione,2.3467120181405896,2.9960544217687074e-05,0.5,0.1111111111111111,0.16990442448471224,0.75,0.75,4.0
