model,text,reference,time,cost,wer,cer,bleu_avg,rouge1_avg_f1,rougeL_avg_f1,levenshtein_avg
gemini-1.5-pro,"Segna il prossimo lunedì.
",segna il prossimo lunedì,2.82,0.0005939999999999999,0.5,0.08333333333333333,0.16990442448471224,1.0,1.0,3.0
gemini-1.5-pro,"Riproduci la lista delle mie canzoni più ascoltate.
Pi...
",riproduci la lista delle mie canzoni più ascoltate,3.06,0.000667,0.25,0.16,0.5873949094699213,0.9411764705882353,0.9411764705882353,9.0
gemini-1.5-pro,"bip bip bip bip bip
",disattiva la sveglia delle quindici,3.18,0.0006709999999999999,1.0,0.8,0.0,0.0,0.0,28.0
gemini-1.5-pro,"Cancella sveglia.
",cancella sveglia,1.92,0.000404,1.0,0.125,0.0,1.0,1.0,3.0
gemini-1.5-pro,"Ricordami i miei impegni del pomeriggio.
",ricordami i miei impegni del pomeriggio,3.6,0.00076,0.3333333333333333,0.05128205128205128,0.5081327481546147,1.0,1.0,3.0
gemini-1.5-pro,"Metti in pausa il libro.
",metti in pausa il libro,2.16,0.000467,0.4,0.08695652173913043,0.26591479484724945,1.0,1.0,3.0
gemini-1.5-pro,"Ehi, puoi abbassare le luci, per favore?
",ehi puoi abbassare le luci per favore,2.7,0.000585,0.42857142857142855,0.10810810810810811,0.17567205239427922,1.0,1.0,5.0
gemini-1.5-pro,"Quand'è Pasqua nell'anno 2018?
",quand'è pasqua nell'anno duemiladiciotto,2.94,0.0006180000000000001,0.75,0.425,0.08034284189446518,0.8000000000000002,0.8000000000000002,17.0
gemini-1.5-pro,"Parla più forte.
",parla più forte,1.74,0.00037299999999999996,0.6666666666666666,0.13333333333333333,0.11362193664674995,1.0,1.0,3.0
gemini-1.5-pro,"Come si fa il tacchino?
",come si fa il tacchino,2.88,0.000611,0.4,0.09090909090909091,0.26591479484724945,1.0,1.0,3.0
