model,text,reference,time,cost,wer,cer,bleu_avg,rouge1_avg_f1,rougeL_avg_f1,levenshtein_avg
gemini-1.5-flash,"Durante il pattugliamento in zona Via Milano 24, Torino, l'agente Mario Rossi ha rilevato una violazione dell'articolo 7, comma 15. L'auto coinvolta è una Fiat Panda targata TR 98 UU, alle ore 21:15 del 13 marzo 2025.
","Durante il pattugliamento in zona via Milano 24, Torino, l'agente Mario Rossi ha rilevato una violazione del articolo 7, comma 15. L'auto coinvolta è una Fiat Panda targata TR098YU, alle ore 21:15 del 13/03/2025.",16.194013605442176,0.00020602816326530614,0.2647058823529412,0.06132075471698113,0.6356803094319038,0.8974358974358975,0.8974358974358975,14.0
gemini-1.5-flash,"Sono l'agente Carlo Bruni, alle ore 15:03 del 24 marzo 2025. Ho rilevato un'infrazione per sosta davanti a passo carrabile in via Etnea 45, Catania. Veicolo Volkswagen Golf, targa TR98YU.
","Sono l'agente Carlo Bruni. Alle ore 15:03 del 24/03/2025, ho rilevato un'infrazione per sosta davanti a passo carrabile in via Etnea 45, Catania. Veicolo: Volkswagen Golf, targa TR098YU.",18.456009070294783,0.00023107210884353743,0.2857142857142857,0.06989247311827956,0.5388222776610068,0.9393939393939394,0.9393939393939394,14.0
gemini-1.5-flash,"Sono l'agente Anna Bianchi. Alle ore 00:16 del 14 marzo 2025 ho rilevato un'infrazione per parcheggio su strisce pedonali in via Milano 24, Torino. Veicolo: Volkswagen Golf, targa FG 234 L M.
","Sono l'agente Anna Bianchi. Alle ore 00:16 del 14/03/2025, ho rilevato un'infrazione per parcheggio su strisce pedonali in via Milano 24, Torino. Veicolo: Volkswagen Golf, targa FG234LM.",16.098004535147393,0.0002033760544217687,0.25925925925925924,0.05913978494623656,0.7180463086321535,0.8955223880597014,0.8955223880597014,12.0
gemini-1.5-flash,"Sono l'agente Carlo Bruni, alle ore 15:03 del 24 marzo 2025. Ho rilevato un'infrazione per sosta davanti a passo carrabile in via Etnea 45, Catania. Veicolo Volkswagen Golf, targa TR98YU.
","Sono l'agente Carlo Bruni. Alle ore 15:03 del 24/03/2025, ho rilevato un'infrazione per sosta davanti a passo carrabile in via Etnea 45, Catania. Veicolo: Volkswagen Golf, targa TR098YU.",18.456009070294783,0.00023107210884353743,0.2857142857142857,0.06989247311827956,0.5388222776610068,0.9393939393939394,0.9393939393939394,14.0
gemini-1.5-flash,"Agente Silvia Neri in servizio. Segnalazione di doppia fila alle 00:38 del 6 marzo 2025 in Piazza Venezia, Roma. Auto coinvolta: Renault Clio, targa XY 987 ZT.
","Agente Silvia Neri in servizio. Segnalazione di doppia fila alle 00:38 del 06/03/2025, in piazza Venezia, Roma. Auto coinvolta: Renault Clio, targa XY987ZT.",14.152018140589568,0.00017852421768707483,0.30434782608695654,0.07692307692307693,0.6298777848185599,0.8518518518518519,0.8518518518518519,13.0
gemini-1.5-flash,"Infrazione riscontrata, accesso vietato, posizione, Via del Corso 12, Roma, ora 2:52, data 16 marzo 2025, auto, Volkswagen Golf, targa  KSA EL 321 MD, agente, Carlo Bruno.
","Infrazione riscontrata: accesso vietato. Posizione: via del Corso 12, Roma. Ora: 02:52, Data: 16/03/2025. Auto: Volkswagen Golf, targa KL321MN. Agente: Carlo Bruni.",20.4,0.0002535,0.8181818181818182,0.20121951219512196,0.0643000089655796,0.7924528301886793,0.7924528301886793,34.0
gemini-1.5-flash,"Sono l'agente Carlo Bruni, alle ore 13:26 del 9 marzo 2025. Ho rilevato un'infrazione per parcheggio su strisce pedonali in via Etnea 45, Catania. Veicolo Toyota Yaris, targa GH 789 I.
","Sono l'agente Carlo Bruni. Alle ore 13:26 del 09/03/2025, ho rilevato un'infrazione per parcheggio su strisce pedonali in via Etnea 45, Catania. Veicolo: Toyota Yaris, targa GH789IJ.",15.633015873015873,0.00019749619047619045,0.37037037037037035,0.08791208791208792,0.4849576058746578,0.8787878787878787,0.8787878787878787,17.0
gemini-1.5-flash,"Agente Sara Bellini in servizio. Segnalazione di accesso vietato alle 20:06 minuti dell'8 marzo 2025. In via Garibaldi 11, Firenze, auto coinvolta Toyota Yaris, targa XY 987 ZT.
","Agente Sara Bellini in servizio. Segnalazione di accesso vietato alle 20:06 del 08/03/2025, in via Garibaldi 11, Firenze. Auto coinvolta: Toyota Yaris, targa XY987ZT.",17.88,0.00022355999999999998,0.4583333333333333,0.13855421686746988,0.45436630696451386,0.8070175438596491,0.8070175438596491,24.0
gemini-1.5-flash,"Il giorno 11 marzo 2025, alle ore 15:06 è stata segnalata un'infrazione per accesso vietato in corso Buenos Aires 98, Milano. Veicolo coinvolto: Toyota Yaris, targa FG 234 LLM. Agente: Giulia Costa.
","Il giorno 11/03/2025, alle ore 15:06, è stata segnalata un’infrazione per accesso vietato in corso Buenos Aires 98, Milano. Veicolo coinvolto: Toyota Yaris, targa FG234LM. Agente: Giulia Costa.",20.59201814058957,0.00025730421768707483,0.2857142857142857,0.06217616580310881,0.534089032307712,0.90625,0.90625,13.0
gemini-1.5-flash,"Durante il pattugliamento in zona Via Milano 24,  per in, l'agente Carlo Bruni ha rilevato una violazione dell'articolo 6 comma 5. L'auto coinvolta è una Mercedes Classe A targata XY 9987 ZT alle ore 8:13 del 5 marzo 2025.
","Durante il pattugliamento in zona via Milano 24, Torino, l'agente Carlo Bruni ha rilevato una violazione del articolo 7, comma 15. L'auto coinvolta è una Mercedes Classe A targata XY987ZT, alle ore 08:13 del 05/03/2025.",17.885986394557822,0.00022693183673469383,0.4,0.1095890410958904,0.44307149471560625,0.7654320987654322,0.7654320987654322,25.0
gemini-1.5-flash,"Il giorno 17 marzo 2025, alle ore 8:14 è stata segnalata un'infrazione per accesso vietato in via Roma 77, Palermo. Veicolo coinvolto: Volkswagen Golf, targa XY 987 ZT. Agente: Mario Rossi.
","Il giorno 17/03/2025, alle ore 08:14, è stata segnalata un’infrazione per accesso vietato in via Roma 77, Palermo. Veicolo coinvolto: Volkswagen Golf, targa XY987ZT. Agente: Mario Rossi.",20.424036281179138,0.00025498843537414965,0.2962962962962963,0.06451612903225806,0.51668538699127,0.870967741935484,0.870967741935484,13.0
gemini-1.5-flash,"Durante il pattugliamento in zona Via Napoli 5, Napoli, l'agente Carlo Bruni ha rilevato una violazione dell'articolo 158, comma 2. L'auto coinvolta è una Renault Clio targata KL 321 Meganewton, alle ore 10:17 del 19 marzo 2025.
","Durante il pattugliamento in zona via Napoli 5, Napoli, l'agente Carlo Bruni ha rilevato una violazione del articolo 158, comma 2. L'auto coinvolta è una Renault Clio targata KL321MN, alle ore 10:17 del 19/03/2025.",20.64,0.00025938000000000003,0.2647058823529412,0.09813084112149532,0.6356803094319038,0.8974358974358975,0.8974358974358975,22.0
gemini-1.5-flash,"In base all'articolo 157, comma 5, l'agente Silvia Neri ha riscontrato un'infrazione in via Milano 24, Torino alle ore 15:26 del 9 marzo 2025. Veicolo coinvolto: Audi A3, targa TR 98 UU.
","In base al articolo 157, comma 5, l'agente Silvia Neri ha riscontrato un'infrazione in via Milano 24, Torino alle ore 15:26 del 09/03/2025. Veicolo coinvolto: Audi A3, targa TR098YU.",18.456009070294783,0.0002316721088435374,0.27586206896551724,0.07142857142857142,0.6735712962812116,0.8571428571428571,0.8571428571428571,14.0
gemini-1.5-flash,"Sono l'agente Sara Bellini, alle ore 16:55 del 15 marzo 2025. Ho rilevato un'infrazione per zona rimozione in Corso Buenos Aires 98, Milano. Veicolo Mercedes Classe A, targa TR 98 YU.
","Sono l'agente Sara Bellini. Alle ore 16:55 del 15/03/2025, ho rilevato un'infrazione per zona rimozione in corso Buenos Aires 98, Milano. Veicolo: Mercedes Classe A, targa TR098YU.",17.52,0.00022014,0.4074074074074074,0.08333333333333333,0.37541625264671097,0.9090909090909091,0.9090909090909091,16.0
gemini-1.5-flash,"Infrazione riscontrata. Zona rimozione. Posizione: Corso Buenos Aires 98, Milano. Ora: 7:06. Data: 11 marzo 2025. Auto: Volkswagen Golf. Targa: XY 987 ZT. Agente: Marco Gentili.
","Infrazione riscontrata: zona rimozione. Posizione: corso Buenos Aires 98, Milano. Ora: 07:06, Data: 11/03/2025. Auto: Volkswagen Golf, targa XY987ZT. Agente: Marco Gentili.",21.528027210884353,0.00026673632653061223,0.5454545454545454,0.09883720930232558,0.22354445094404488,0.8461538461538461,0.8461538461538461,18.0
gemini-1.5-flash,"Infrazione riscontrata. Divieto di sosta. Posizione: Via del Corso 12, Roma. Ora: 17:54. Data: 1° aprile 2025. Auto: Mercedes Classe A, targa GH 789 IM. Agente: Luca Verdi.
","Infrazione riscontrata: divieto di sosta. Posizione: via del Corso 12, Roma. Ora: 17:54, Data: 01/04/2025. Auto: Mercedes Classe A, targa GH789IJ. Agente: Luca Verdi.",19.45501133786848,0.00024246013605442178,0.4166666666666667,0.10240963855421686,0.34438334841536133,0.8571428571428572,0.8571428571428572,18.0
gemini-1.5-flash,"Verbale di infrazione redatto dall'agente Sara Bellini. Data: 18 marzo 2025. Ora: 21:14. Infrazione: doppia fila. Luogo: Via Garibaldi 11, Firenze. Veicolo: Mercedes Classe A, targa KL 321 ME90.
","Verbale di infrazione redatto dall'agente Sara Bellini. Data: 18/03/2025, ora: 21:14. Infrazione: doppia fila. Luogo: via Garibaldi 11, Firenze. Veicolo: Mercedes Classe A, targa KL321MN.",22.23201814058957,0.00027608421768707486,0.32,0.08021390374331551,0.5877840417863172,0.9,0.9,16.0
gemini-1.5-flash,"Infrazione riscontrata, accesso vietato. Posizione: Piazza Venezia, Roma, ora: 12:54. Data: 4 marzo 2025. Auto: Opel Corsa, targa XY 1987 ZT. Agente: Marco Gentili.
","Infrazione riscontrata: accesso vietato. Posizione: piazza Venezia, Roma. Ora: 12:54, Data: 04/03/2025. Auto: Opel Corsa, targa XY987ZT. Agente: Marco Gentili.",17.1,0.00021299999999999997,0.55,0.10062893081761007,0.19437037949256428,0.8333333333333333,0.8333333333333333,17.0
gemini-1.5-flash,"Infrazione riscontrata: parcheggio su strisce pedonali. Posizione: Via Etnea 45, Catania. Ora: mezzogiorno e 7 minuti. Data: 15 marzo 2025. Auto: Fiat Panda, targa XY 9987 ZT. Agente: Sara Bellini.
","Infrazione riscontrata: parcheggio su strisce pedonali. Posizione: via Etnea 45, Catania. Ora: 12:07, Data: 15/03/2025. Auto: Fiat Panda, targa XY987ZT. Agente: Sara Bellini.",18.326984126984126,0.00022952380952380948,0.4782608695652174,0.1896551724137931,0.3946825811316049,0.7857142857142856,0.7857142857142856,34.0
gemini-1.5-flash,"Durante il pattugliamento in zona Via Milano 24, Torino, l'agente Mario Rossi ha rilevato una violazione dell'articolo 7, comma 15. L'auto coinvolta è una Mercedes Classe A targata XY 987 ZT, alle ore 6:56 del 13 marzo 2025.
","Durante il pattugliamento in zona via Milano 24, Torino, l'agente Mario Rossi ha rilevato una violazione del articolo 7, comma 15. L'auto coinvolta è una Mercedes Classe A targata XY987ZT, alle ore 06:56 del 13/03/2025.",22.686303854875284,0.0002842356462585034,0.2857142857142857,0.0593607305936073,0.6045511793385521,0.875,0.875,14.0
gemini-1.5-flash,"Infrazione riscontrata: parcheggio su strisce pedonali. Posizione: Via Etnea 45, Catania. Ora: mezzogiorno e 7 minuti. Data: 15 marzo 2025. Auto: Fiat Panda, targa XY 9987 ZT. Agente: Sara Bellini.
","Infrazione riscontrata: parcheggio su strisce pedonali. Posizione: via Etnea 45, Catania. Ora: 12:07, Data: 15/03/2025. Auto: Fiat Panda, targa XY987ZT. Agente: Sara Bellini.",18.326984126984126,0.00022952380952380948,0.4782608695652174,0.1896551724137931,0.3946825811316049,0.7857142857142856,0.7857142857142856,34.0
