model,text,reference,time,cost,wer,cer,bleu_avg,rouge1_avg_f1,rougeL_avg_f1,levenshtein_avg
gemini-2.0-flash,Anche Yu poi si ribellò a Shun e lo bandì dal regno.,anche yu poi si ribellò a shun e lo bandì dal regno.,0.7177977561950684,3.56664810180664e-05,0.25,0.057692307692307696,0.53107253497887,1.0,1.0,3.0
gemini-2.0-flash,Sono presenti alcuni plastici riproducenti battaglie medievali tra lucchesi e modenesi risalenti al Medioevo.,sono presenti alcuni plastici riproducenti battaglie medioevali tra lucchesi e modenesi risalenti al medioevo.,8.1,0.00029632,0.21428571428571427,0.02727272727272727,0.6162607099729586,0.9285714285714286,0.9285714285714286,3.0
gemini-2.0-flash,L'ex Beatle ha suonato tutti gli strumenti nella canzone.,"l'ex-""beatle"" ha suonato tutti gli strumenti nella canzone.",4.68,0.00017393599999999997,0.25,0.0847457627118644,0.7259795291154771,1.0,1.0,5.0
gemini-2.0-flash,L'anno seguente torna nuovamente nell'Oca.,"l'anno seguente, tornò nuovamente nello honka.",4.14,0.000153328,0.8333333333333334,0.1956521739130435,0.0439891724758422,0.5714285714285714,0.5714285714285714,9.0
gemini-2.0-flash,Solo la Marina militare italiana e la Royal Navy possiedono unità di questo tipo.,solo la marina militare italiana e la royal navy possiedono unità di questo tipo..,5.832018140589569,0.00021648703854875283,0.35714285714285715,0.06097560975609756,0.3661926362999429,1.0,1.0,5.0
gemini-2.0-flash,La Basilica della Beata Vergine Maria è un importante centro di pellegrinaggio della Polonia.,la basilica della beata vergine maria è un importante centro di pellegrinaggio della polonia.,6.552018140589569,0.0002418310385487528,0.42857142857142855,0.06451612903225806,0.44710186192584195,1.0,1.0,6.0
gemini-2.0-flash,"Per vendetta, Timmy desidera di diventare il bagnino più forte della spiaggia.",per vendetta timmy desidera di diventare il bagnino più forte della spiaggia.,4.212018140589569,0.0001586630385487528,0.25,0.03896103896103896,0.7102992180127422,1.0,1.0,3.0
gemini-2.0-flash,"La città è situata nelle Snowy Mountains, nella regione del Nuovo Galles del Sud.",la città è situata nelle snowy mountains nella regione del nuovo galles del sud.,9.756009070294784,0.0003546115192743764,0.42857142857142855,0.0875,0.2658483576665877,1.0,1.0,7.0
gemini-2.0-flash,Le immersioni ricreative nascono dallo snorkeling e dalla pesca subacquea.,le immersioni ricreative nascono dallo snorkeling e dalla pesca subacquea.,5.94,0.000218688,0.1,0.013513513513513514,0.8801117367933934,1.0,1.0,1.0
gemini-2.0-flash,Il signor Ricci disse che l'euro si svaluterà ancora.,il signor ricci disse che l'euro si svaluterà ancora.,4.6440362811791385,0.00017267007709750566,0.2222222222222222,0.03773584905660377,0.6104735835807844,1.0,1.0,2.0
gemini-2.0-flash,"L'aereo sorvola l'isola, obbligando così il giocatore a proseguire la sua avventura.","l'aereo sorvola l'isola, obbligando così il giocatore a proseguire la sua avventura.",6.516009070294785,0.00023976351927437642,0.08333333333333333,0.011904761904761904,0.9036020036098448,1.0,1.0,1.0
gemini-2.0-flash,La storia è narrata in prima persona da James Farrer.,la storia è narrata in prima persona da james farrell.,3.5640362811791384,0.00013505407709750566,0.3,0.09259259259259259,0.6389431042462724,0.8888888888888888,0.8888888888888888,5.0
gemini-2.0-flash,E poi il dietro le quinte di Pinocchio e i più goliardici.,"e poi il dietro le quinte di ""pinocchio"" e i pooh goliardici.",8.856009070294785,0.00032213151927437645,0.25,0.11475409836065574,0.4832697830906221,0.9166666666666666,0.9166666666666666,7.0
gemini-2.0-flash,"Dopo tre stagioni consecutive nella massima divisione, però, la squadra retrocesse.","dopo tre stagioni consecutive nella massima divisione, però, la squadra retrocesse.",5.94,0.00021908800000000001,0.09090909090909091,0.012048192771084338,0.8931539818068694,1.0,1.0,1.0
gemini-2.0-flash,Conta numerose presenze con la nazionale bulgara.,conta numerose presenze con la nazionale bulgara.,5.076009070294784,0.0001870755192743764,0.14285714285714285,0.02040816326530612,0.8091067115702212,1.0,1.0,1.0
gemini-2.0-flash,Viene invocata in tutte le situazioni difficili che compromettono la serenità familiare.,viene invocata in tutte le situazioni difficili che compromettono la serenità familiare.,6.3,0.00023215999999999997,0.08333333333333333,0.011363636363636364,0.9036020036098448,1.0,1.0,1.0
gemini-2.0-flash,Nel Duecento il territorio passò in gestione Arieti.,nel duecento il territorio passò in gestione a rieti.,6.336009070294785,0.00023182751927437642,0.4444444444444444,0.07547169811320754,0.45622720708659226,0.823529411764706,0.823529411764706,4.0
gemini-2.0-flash,Giuseppe Guarino.,giuseppe guarino,2.304036281179138,8.750207709750566e-05,1.0,0.1875,0.0,1.0,1.0,3.0
gemini-2.0-flash,"Il vanadio è un metallo bianco, lucente, duro e duttile.","il vanadio è un metallo bianco lucente, duro e duttile.",5.22,0.00019334400000000002,0.2,0.03636363636363636,0.5253819788848316,1.0,1.0,2.0
gemini-2.0-flash,Esiste anche una cover realizzata in lingua hindi?,esiste anche una cover realizzata in lingua hindi.,5.616009070294784,0.00020648351927437638,0.25,0.04,0.6803749333171202,1.0,1.0,2.0
gemini-2.0-flash,"Tutto ciò è andato completamente perduto, insieme a svariate composizioni di Alcan.","tutto ciò è andato completamente perduto, insieme a svariate composizioni di alkan.",5.796009070294785,0.0002144195192743764,0.16666666666666666,0.03614457831325301,0.8070557274927982,0.9090909090909091,0.9090909090909091,3.0
gemini-2.0-flash,Il quartiere ha diverse aree verdi e una piscina scoperta.,il quartiere ha diverse aree verdi e una piscina scoperta.,4.428027210884354,0.00016546655782312926,0.1,0.017241379310344827,0.8801117367933934,1.0,1.0,1.0
